ID,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
8360,JZI,Airlines,Online,Basic Plan,2,CHINA,22.0,7.7,58,0
4257,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,47.5,11.88,43,0
7136,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,10.0,0.0,36,0
4184,EPX,Travel Agency,Online,Cancellation Plan,27,THAILAND,10.0,0.0,36,0
3778,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,GERMANY,198.0,118.8,31,0
3834,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,AUSTRALIA,22.0,0.0,36,0
9241,EPX,Travel Agency,Online,Cancellation Plan,10,"KOREA, REPUBLIC OF",80.0,0.0,36,0
9370,C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,161.0,40.25,27,1
2084,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,HONG KONG,36.0,0.0,36,0
5358,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,40.43230770330773,10.108076925826932,27,1
7839,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,UNITED STATES,75.0,0.0,52,0
8648,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,UNITED STATES,0.0,77.22,48,0
8318,JZI,Airlines,Online,Basic Plan,38,THAILAND,30.0,10.5,46,0
7345,EPX,Travel Agency,Online,Cancellation Plan,17,UNITED KINGDOM,80.0,0.0,29,0
9111,EPX,Travel Agency,Online,Cancellation Plan,24,ITALY,49.0,0.0,36,0
7821,EPX,Travel Agency,Online,2 way Comprehensive Plan,66,THAILAND,51.0,0.0,36,0
3718,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,CHINA,26.0,0.0,36,0
8879,RAB,Airlines,Online,Value Plan,10,BRUNEI DARUSSALAM,15.0,6.0,58,0
5505,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39,AUSTRALIA,79.2,47.52,42,0
6350,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,SINGAPORE,20.0,0.0,35,0
2284,EPX,Travel Agency,Online,1 way Comprehensive Plan,18,SINGAPORE,55.0,0.0,36,0
8386,EPX,Travel Agency,Online,Cancellation Plan,15,INDONESIA,10.0,0.0,36,0
6134,ART,Airlines,Online,24 Protect,29,MALAYSIA,16.93,5.93,53,0
3297,EPX,Travel Agency,Online,Cancellation Plan,60,JAPAN,20.0,0.0,36,0
2577,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,28.796532138464126,7.203128080528121,40,1
4025,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,ITALY,84.0,0.0,36,1
8692,EPX,Travel Agency,Online,2 way Comprehensive Plan,118,CHINA,89.59859371574701,0.0,36,1
5663,JZI,Airlines,Online,Basic Plan,15,THAILAND,30.0,10.5,33,0
5609,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,THAILAND,20.0,0.0,36,0
3701,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,19.8,11.88,43,0
4895,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,INDONESIA,27.0,0.0,36,0
7483,EPX,Travel Agency,Online,2 way Comprehensive Plan,59,AUSTRALIA,33.0,0.0,36,0
8051,C2B,Airlines,Online,Bronze Plan,59,SINGAPORE,45.88683251018471,11.473169032543266,23,1
9229,JZI,Airlines,Online,Basic Plan,2,INDIA,22.0,7.7,27,0
4475,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,50,GERMANY,39.6,23.76,56,0
8375,EPX,Travel Agency,Online,Cancellation Plan,7,UNITED STATES,38.0,0.0,29,0
7022,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,MALAYSIA,19.8,11.88,42,0
8495,EPX,Travel Agency,Online,2 way Comprehensive Plan,87,SWITZERLAND,56.0,0.0,36,0
6821,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,47.25274047611328,11.812213040274036,36,1
6374,EPX,Travel Agency,Online,2 way Comprehensive Plan,78,JAPAN,56.0,0.0,28,0
6574,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,PHILIPPINES,65.0,0.0,36,0
2494,C2B,Airlines,Online,Gold Plan,15,SINGAPORE,52.8,13.2,41,0
4169,EPX,Travel Agency,Online,2 way Comprehensive Plan,64,VIET NAM,20.0,0.0,73,0
7343,EPX,Travel Agency,Online,2 way Comprehensive Plan,64,SINGAPORE,49.0,0.0,36,0
9491,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,AUSTRALIA,99.0,59.4,39,0
4385,EPX,Travel Agency,Online,Cancellation Plan,29,THAILAND,-6.273330473111852,0.0,35,1
6941,TST,Travel Agency,Offline,Travel Cruise Protect,23,THAILAND,30.0,10.5,51,0
7572,EPX,Travel Agency,Online,2 way Comprehensive Plan,55,"KOREA, REPUBLIC OF",41.0,0.0,24,0
2302,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,33,HONG KONG,29.0,18.85,49,0
7392,EPX,Travel Agency,Online,Cancellation Plan,5,CHINA,38.0,0.0,36,0
2148,EPX,Travel Agency,Online,2 way Comprehensive Plan,52,INDIA,20.0,0.0,36,0
5514,JZI,Airlines,Online,Basic Plan,82,INDONESIA,30.0,10.5,28,0
6407,EPX,Travel Agency,Online,2 way Comprehensive Plan,59,UNITED STATES,112.0,0.0,27,0
6965,SSI,Airlines,Online,Ticket Protector,9,SINGAPORE,5.92,1.66,48,0
5768,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,82,AUSTRALIA,49.5,29.7,57,0
5832,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,CHINA,40.0,0.0,36,0
5240,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,AUSTRALIA,39.6,23.76,27,0
9833,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,23.5,5.88,35,0
7472,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,69,1
9315,EPX,Travel Agency,Online,Cancellation Plan,33,HONG KONG,21.0,0.0,36,0
7586,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,CAMBODIA,26.0,0.0,36,0
3843,EPX,Travel Agency,Online,Cancellation Plan,13,PHILIPPINES,16.0,0.0,36,0
2689,EPX,Travel Agency,Online,1 way Comprehensive Plan,17,SINGAPORE,20.0,0.0,36,0
8308,JZI,Airlines,Online,Value Plan,11,"KOREA, REPUBLIC OF",45.0,15.75,34,0
5801,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,INDONESIA,32.0,0.0,49,0
7902,C2B,Airlines,Online,Bronze Plan,122,SINGAPORE,57.215747496945646,14.307932618156158,49,1
8403,EPX,Travel Agency,Online,Cancellation Plan,58,NEPAL,29.0,0.0,36,0
3398,EPX,Travel Agency,Online,Cancellation Plan,6,CAMBODIA,11.0,0.0,36,0
9957,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,CAMBODIA,27.0,0.0,36,0
9656,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,21.0,0.0,36,0
2983,JZI,Airlines,Online,Basic Plan,25,CHINA,56.0,19.6,60,0
5678,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,61.422667394649075,15.355666848662267,28,1
6654,JZI,Airlines,Online,Basic Plan,37,CHINA,35.0,12.25,51,1
3790,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,32.5,8.13,37,0
2412,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,48.5,12.13,26,0
6712,EPX,Travel Agency,Online,Cancellation Plan,36,CHINA,14.0,0.0,36,0
9340,EPX,Travel Agency,Online,Cancellation Plan,38,VIET NAM,10.0,0.0,25,0
6972,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,53.0,13.25,34,0
7805,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,THAILAND,62.0,0.0,50,0
6678,ART,Airlines,Online,Value Plan,10,CHINA,40.0,14.0,38,0
2119,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,CHINA,68.70551494932499,0.0,36,1
7398,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,UNITED KINGDOM,19.8,11.88,55,0
9280,EPX,Travel Agency,Online,Cancellation Plan,6,VIET NAM,21.0,0.0,51,0
6909,C2B,Airlines,Online,Silver Plan,34,SINGAPORE,33.5,8.38,37,0
2140,C2B,Airlines,Online,Bronze Plan,107,SINGAPORE,166.22300195118868,41.55387182780221,30,1
4899,RAB,Airlines,Online,Value Plan,12,BRUNEI DARUSSALAM,23.0,9.2,49,0
3318,EPX,Travel Agency,Online,Cancellation Plan,87,THAILAND,31.6416391222051,0.0,36,1
7011,EPX,Travel Agency,Online,Cancellation Plan,22,PHILIPPINES,15.0,0.0,36,0
2713,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,INDONESIA,35.0,0.0,36,0
2468,EPX,Travel Agency,Online,Cancellation Plan,1,KUWAIT,35.0,0.0,36,0
8298,EPX,Travel Agency,Online,2 way Comprehensive Plan,230,JAPAN,49.539856246067025,0.0,36,1
8491,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,32.4,8.1,43,0
7842,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,"KOREA, REPUBLIC OF",52.0,0.0,36,0
9625,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,216.0,54.0,30,1
4658,EPX,Travel Agency,Online,Cancellation Plan,8,"KOREA, REPUBLIC OF",80.0,0.0,36,0
2873,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,16.0,4.0,34,0
3276,C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,252.85,63.21,24,1
6278,JZI,Airlines,Online,Basic Plan,11,CHINA,18.085560242652075,6.329946084928224,62,1
3532,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,42,1
6956,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,50.0,0.0,37,0
6130,EPX,Travel Agency,Online,Cancellation Plan,44,PHILIPPINES,13.0,0.0,36,0
6078,ART,Airlines,Online,24 Protect,4,MALAYSIA,19.58,6.85,48,0
3169,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,THAILAND,37.0,0.0,36,0
3453,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,27.0,6.75,32,0
3175,EPX,Travel Agency,Online,2 way Comprehensive Plan,202,GERMANY,70.0,0.0,36,0
3631,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,FRANCE,69.0,0.0,36,0
4507,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,INDONESIA,20.0,0.0,36,0
7708,EPX,Travel Agency,Online,1 way Comprehensive Plan,10,SINGAPORE,20.0,0.0,36,0
4270,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,AUSTRALIA,69.3,41.58,60,0
4144,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,ITALY,78.20928252208377,0.0,36,1
5766,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,JAPAN,0.0,11.88,37,0
3123,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,THAILAND,20.0,0.0,26,0
9341,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,29,JAPAN,50.5,32.83,31,0
2199,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,AUSTRALIA,49.5,29.7,62,0
6024,C2B,Airlines,Online,Annual Silver Plan,394,SINGAPORE,291.75,72.94,35,1
8945,EPX,Travel Agency,Online,2 way Comprehensive Plan,45,MYANMAR,20.0,0.0,36,0
7821,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,49.5,29.7,62,0
2924,C2B,Airlines,Online,Bronze Plan,114,SINGAPORE,34.613652882883,8.65841322072075,34,1
9456,ART,Airlines,Online,24 Protect,5,HONG KONG,56.15,19.65,48,0
3901,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,MALAYSIA,20.0,0.0,36,0
7520,C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,17.88931199025566,4.473587538890753,30,1
3749,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216.0,54.0,40,1
7644,EPX,Travel Agency,Online,Cancellation Plan,8,CANADA,80.0,0.0,52,0
8943,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,21,0
2622,EPX,Travel Agency,Online,Cancellation Plan,56,HONG KONG,13.0,0.0,36,0
8883,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,48.0,0.0,36,0
9115,EPX,Travel Agency,Online,Cancellation Plan,27,CHINA,19.0,0.0,36,0
2622,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,27.0,0.0,36,0
4831,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,10.0,0.0,57,0
2316,C2B,Airlines,Online,Annual Silver Plan,378,SINGAPORE,252.85,63.21,34,1
9771,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,THAILAND,32.0,0.0,36,0
9093,RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,23.0,9.2,21,0
4929,EPX,Travel Agency,Online,Cancellation Plan,23,THAILAND,11.0,0.0,36,0
9148,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,24,INDONESIA,89.1,53.46,46,0
5632,JWT,Airlines,Online,Value Plan,53,INDIA,93.0,37.2,118,0
8223,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,CHINA,20.0,0.0,36,0
5915,EPX,Travel Agency,Online,Cancellation Plan,13,UNITED STATES,55.0,0.0,47,0
4214,EPX,Travel Agency,Online,Cancellation Plan,198,UNITED KINGDOM,65.0,0.0,36,0
4992,EPX,Travel Agency,Online,Cancellation Plan,5,VIET NAM,10.0,0.0,36,0
9619,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,34,SOUTH AFRICA,49.5,29.7,42,0
7942,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,MALAYSIA,20.0,0.0,36,0
4050,EPX,Travel Agency,Online,Cancellation Plan,19,MALAYSIA,19.0,0.0,33,0
6149,EPX,Travel Agency,Online,Cancellation Plan,11,VIET NAM,18.0,0.0,36,0
2185,EPX,Travel Agency,Online,2 way Comprehensive Plan,92,INDONESIA,29.0,0.0,40,0
9557,C2B,Airlines,Online,Silver Plan,52,SINGAPORE,63.5,15.88,35,1
5117,C2B,Airlines,Online,Silver Plan,13,SINGAPORE,58.8,14.7,24,0
5976,EPX,Travel Agency,Online,Cancellation Plan,104,"TAIWAN, PROVINCE OF CHINA",17.0,0.0,36,0
2166,EPX,Travel Agency,Online,1 way Comprehensive Plan,33,JAPAN,29.0,0.0,36,0
5889,C2B,Airlines,Online,Silver Plan,96,SINGAPORE,252.77603214367747,63.19877449790121,45,1
7897,EPX,Travel Agency,Online,Cancellation Plan,10,SINGAPORE,30.0,0.0,36,0
4059,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,THAILAND,20.0,0.0,57,1
8884,EPX,Travel Agency,Online,Cancellation Plan,12,JAPAN,40.0,0.0,36,0
3144,LWC,Travel Agency,Online,Annual Travel Protect Silver,373,UNITED STATES,230.0,149.5,38,0
8894,EPX,Travel Agency,Online,Cancellation Plan,126,THAILAND,17.0,0.0,36,0
4455,EPX,Travel Agency,Online,Cancellation Plan,3,MALAYSIA,10.0,0.0,36,0
2258,EPX,Travel Agency,Online,Cancellation Plan,30,PHILIPPINES,13.0,0.0,39,0
8791,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,THAILAND,20.0,0.0,36,0
9909,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,GERMANY,0.0,17.82,31,0
4377,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,84,AUSTRALIA,39.6,23.76,31,0
2315,EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,80.0,0.0,26,0
7567,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,HONG KONG,24.0,0.0,36,0
2618,JZI,Airlines,Online,Basic Plan,13,CHINA,35.0,12.25,43,0
3871,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,THAILAND,21.0,0.0,37,0
9353,EPX,Travel Agency,Online,2 way Comprehensive Plan,70,INDONESIA,23.0,0.0,36,0
3189,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,CAMBODIA,20.0,0.0,36,0
9148,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,67,MALAYSIA,59.4,35.64,52,0
8030,EPX,Travel Agency,Online,2 way Comprehensive Plan,60,CHINA,42.0,0.0,36,0
7123,CCR,Travel Agency,Offline,Comprehensive Plan,188,MALAYSIA,29.0,9.57,63,0
7497,C2B,Airlines,Online,Annual Silver Plan,389,SINGAPORE,-291.75,72.94,29,0
3522,TST,Travel Agency,Offline,Travel Cruise Protect,62,THAILAND,30.0,10.5,19,0
3694,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,HONG KONG,42.0,0.0,43,0
7929,EPX,Travel Agency,Online,2 way Comprehensive Plan,70,SRI LANKA,36.0,0.0,36,0
6792,JZI,Airlines,Online,Basic Plan,14,CHINA,26.0,9.1,49,0
4052,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,10.0,0.0,23,0
9246,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,46,0
7420,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,AUSTRALIA,59.4,35.64,31,0
2249,C2B,Airlines,Online,Gold Plan,6,SINGAPORE,33.809993558210365,8.457398391630589,50,1
2374,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,UNITED STATES,39.6,23.76,31,0
6506,C2B,Airlines,Online,Gold Plan,24,SINGAPORE,82.8,20.7,56,0
2894,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,CHINA,39.0,0.0,36,0
4538,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,PHILIPPINES,20.0,0.0,36,0
5408,C2B,Airlines,Online,Silver Plan,19,SINGAPORE,22.5,5.63,22,1
3730,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,SRI LANKA,40.0,0.0,36,0
5330,EPX,Travel Agency,Online,Cancellation Plan,48,JAPAN,41.0,0.0,35,0
2254,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,51,AUSTRALIA,79.2,47.52,46,1
9932,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,35,UNITED KINGDOM,42.0,27.3,54,1
4538,JZI,Airlines,Online,Basic Plan,15,AUSTRALIA,26.0,9.1,61,0
3475,EPX,Travel Agency,Online,Cancellation Plan,36,SINGAPORE,34.0,0.0,36,0
3019,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,ITALY,59.4,35.64,31,1
3034,SSI,Airlines,Online,Ticket Protector,34,SINGAPORE,0.83,0.23,48,0
6031,JZI,Airlines,Online,Basic Plan,11,MALAYSIA,18.0,6.3,51,0
9756,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,MALAYSIA,29.0,0.0,36,0
3692,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,NETHERLANDS,49.5,29.7,65,0
7431,JZI,Airlines,Online,Basic Plan,2,HONG KONG,22.0,7.7,34,0
8704,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,12.0,0.0,52,0
6357,JZI,Airlines,Online,Basic Plan,5,THAILAND,22.0,7.7,40,0
8449,C2B,Airlines,Online,Annual Silver Plan,394,SINGAPORE,332.4880023196978,83.12200057992445,45,1
6809,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,AUSTRALIA,97.0,0.0,36,0
3934,EPX,Travel Agency,Online,2 way Comprehensive Plan,80,CHINA,29.0,0.0,36,0
5500,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,GERMANY,88.0,0.0,36,0
7821,EPX,Travel Agency,Online,Cancellation Plan,1,INDONESIA,10.0,0.0,23,0
2584,EPX,Travel Agency,Online,Cancellation Plan,81,UNITED ARAB EMIRATES,80.0,0.0,36,0
3639,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,HONG KONG,26.0,0.0,36,0
5475,C2B,Airlines,Online,Bronze Plan,71,SINGAPORE,148.04745807490062,51.81661032621522,47,1
3033,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,CHINA,26.0,0.0,36,0
6143,EPX,Travel Agency,Online,Cancellation Plan,31,NEW ZEALAND,18.0,0.0,23,0
2072,TST,Travel Agency,Offline,Travel Cruise Protect,21,THAILAND,30.0,10.5,64,0
9634,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,UNITED ARAB EMIRATES,39.6,23.76,53,0
3795,RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,62,0
7050,EPX,Travel Agency,Online,Cancellation Plan,19,"TAIWAN, PROVINCE OF CHINA",22.0,0.0,36,0
9941,EPX,Travel Agency,Online,Cancellation Plan,24,PHILIPPINES,13.0,0.0,36,0
8143,EPX,Travel Agency,Online,Cancellation Plan,31,INDONESIA,18.0,0.0,57,0
8902,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,161.0,40.25,37,0
4557,EPX,Travel Agency,Online,2 way Comprehensive Plan,48,THAILAND,22.0,0.0,36,0
2237,JWT,Airlines,Online,Value Plan,27,INDIA,31.0,12.4,118,0
2761,EPX,Travel Agency,Online,1 way Comprehensive Plan,281,UNITED STATES,20.0,0.0,31,0
9759,C2B,Airlines,Online,Gold Plan,17,SINGAPORE,54.95927670856531,13.740770257007638,70,1
5739,JZI,Airlines,Online,Basic Plan,25,CHINA,35.0,12.25,27,0
4580,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,47.0,0.0,36,0
3796,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,MALAYSIA,28.0,0.0,36,0
3193,EPX,Travel Agency,Online,1 way Comprehensive Plan,10,INDONESIA,20.0,0.0,33,0
4218,C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,259.2,64.8,33,0
7787,EPX,Travel Agency,Online,2 way Comprehensive Plan,113,FRANCE,110.0,0.0,36,1
5750,KML,Travel Agency,Online,Premier Plan,6,INDONESIA,29.0,11.02,48,0
5761,JWT,Airlines,Online,Value Plan,38,INDIA,31.0,12.4,118,0
9912,EPX,Travel Agency,Online,Cancellation Plan,170,JAPAN,40.0,0.0,36,0
9346,LWC,Travel Agency,Online,Annual Travel Protect Gold,377,UNITED STATES,256.2,166.53,36,1
2539,JZI,Airlines,Online,Basic Plan,195,HONG KONG,26.0,9.1,51,0
5328,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,INDONESIA,20.0,0.0,32,0
4396,LWC,Travel Agency,Online,Annual Travel Protect Silver,368,CHINA,204.6,132.99,31,1
4406,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,24.5,6.13,46,0
4710,EPX,Travel Agency,Online,Cancellation Plan,18,UNITED KINGDOM,10.0,0.0,36,0
3982,C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,25.73558425939536,6.438896064848839,26,1
8344,EPX,Travel Agency,Online,Cancellation Plan,50,SINGAPORE,71.0,0.0,32,0
3721,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,AUSTRALIA,0.0,41.58,31,0
2361,C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,18.0,4.5,35,1
3758,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,JAPAN,112.0,0.0,36,0
4214,JZI,Airlines,Online,Basic Plan,13,MYANMAR,22.0,7.7,42,0
7582,EPX,Travel Agency,Online,2 way Comprehensive Plan,43,UNITED STATES,112.0,0.0,32,0
2991,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,159,AUSTRALIA,108.9,65.34,43,0
4201,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,UNITED KINGDOM,99.0,59.4,54,1
3618,EPX,Travel Agency,Online,Cancellation Plan,40,NEPAL,37.0,0.0,36,0
4787,C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,259.2,64.8,41,0
5777,C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,37.473594957699625,9.370695471281543,30,1
9946,C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,216.0,54.0,39,0
4688,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,23.4,5.85,62,0
4151,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,AUSTRALIA,39.6,23.76,39,0
5459,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16.0,4.0,31,0
9154,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,27.0,6.75,31,0
5104,EPX,Travel Agency,Online,Cancellation Plan,129,INDONESIA,12.0,0.0,36,0
5293,C2B,Airlines,Online,Silver Plan,140,SINGAPORE,457.0,114.25,29,0
2262,EPX,Travel Agency,Online,Cancellation Plan,32,CANADA,80.0,0.0,22,0
7034,EPX,Travel Agency,Online,1 way Comprehensive Plan,61,SINGAPORE,20.0,0.0,36,1
7894,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,MALAYSIA,34.0,0.0,36,0
9216,JZI,Airlines,Online,Basic Plan,19,HONG KONG,26.0,9.1,51,0
3091,RAB,Airlines,Online,Value Plan,34,BRUNEI DARUSSALAM,15.0,6.0,36,0
6581,JZI,Airlines,Online,Basic Plan,23,CHINA,26.0,9.1,55,0
5346,EPX,Travel Agency,Online,Cancellation Plan,10,HONG KONG,27.0,0.0,36,0
7203,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,20.0,0.0,30,0
9048,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,42.0,10.5,36,0
9690,JZI,Airlines,Online,Basic Plan,247,PHILIPPINES,42.0,14.7,35,0
7342,EPX,Travel Agency,Online,Cancellation Plan,41,SINGAPORE,23.0,0.0,36,0
9111,EPX,Travel Agency,Online,Cancellation Plan,81,THAILAND,14.0,0.0,36,0
8169,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,22.296375341740593,0.0,23,1
8578,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,MALAYSIA,112.0,0.0,36,0
2891,C2B,Airlines,Online,Silver Plan,3,SINGAPORE,22.5,5.63,26,0
3630,EPX,Travel Agency,Online,Cancellation Plan,15,MALAYSIA,30.0,0.0,36,0
2274,JZI,Airlines,Online,Basic Plan,25,VIET NAM,18.0,6.3,38,0
9470,EPX,Travel Agency,Online,Cancellation Plan,89,MEXICO,80.0,0.0,45,0
3944,SSI,Airlines,Online,Ticket Protector,19,SINGAPORE,7.35,2.06,48,0
2549,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,MALAYSIA,0.0,11.88,38,0
4589,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,169,UNITED KINGDOM,158.4,95.04,53,0
4395,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,ITALY,19.8,11.88,28,0
2469,EPX,Travel Agency,Online,Cancellation Plan,59,SPAIN,65.0,0.0,36,0
6583,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,MYANMAR,0.0,0.0,33,0
8792,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,SINGAPORE,112.0,0.0,35,0
7822,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,CHINA,53.0,0.0,57,0
7715,EPX,Travel Agency,Online,2 way Comprehensive Plan,52,THAILAND,35.0,0.0,36,0
6092,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,NEW ZEALAND,69.3,41.58,52,0
9863,EPX,Travel Agency,Online,Cancellation Plan,18,UNITED STATES,64.0,0.0,55,0
3497,EPX,Travel Agency,Online,Cancellation Plan,2,INDIA,10.0,0.0,36,0
2723,EPX,Travel Agency,Online,2 way Comprehensive Plan,60,CHINA,112.0,0.0,29,0
